variant_id,is_main,equiv_main_variant_id,join_stop_id,disjoin_stop_id
619492,0,618458,638,
619493,0,,,
619495,0,618459,,644
619496,0,618460,1318,
619497,0,618459,648,
619498,0,618460,,651
619499,0,,,
619500,0,,,
619501,0,618462,1306,
619502,0,618462,1306,
619503,0,618462,,2886
619504,0,618461,,1174
619505,0,,,
619506,0,,,
619507,0,618461,,1174
619508,0,618461,2885,
619510,0,618461,2885,
619511,0,,,
619512,0,,,
619513,0,618464,,2886
619516,0,618463,,3572
619517,0,618463,2885,
619518,0,618464,3572,
619520,0,,,
619521,0,,,
619522,0,,,
619523,0,618466,493,
619524,0,618465,209,
619525,0,618466,,1142
619526,0,618465,,978
619527,0,,,
619528,0,,,
619529,0,,,
619530,0,,,
619531,0,618468,,1267
619532,0,618468,,3124
619536,0,618470,1819,
619537,0,618469,1248,
619538,0,618470,,611
619540,0,618472,,2854
619541,0,,,
619542,0,,,
619543,0,,,
619544,0,618472,,2854
619545,0,,,
619546,0,618471,242,
619547,0,618471,242,
619549,0,618471,128,
619551,0,,,
619552,0,,,
619553,0,,,
619554,0,618473,,2554
619555,0,,,
619556,0,,,
619559,0,618473,208,
619561,0,618474,,210
619562,0,,,
619563,0,618474,,543
619565,0,,,
619566,0,,,
619567,0,,,
619568,0,,,
619569,0,618473,,2554
619573,0,,,
619575,0,,,
619576,0,618475,708,
619577,0,618475,708,
619579,0,618476,,707
619582,0,618476,603,
619586,0,,,
619587,0,,,
619588,0,,,
619589,0,618477,,1030
619590,0,618477,,1030
619591,0,618477,,1030
619592,0,,,
619593,0,,,
619595,0,618477,,284
619596,0,618478,,2973
619597,0,618478,,2973
619598,0,618478,,2973
619599,0,,,
619601,0,618479,708,
619602,0,618480,603,
619603,0,618480,,707
619604,0,,,
619605,0,,,
619606,0,,,
619607,0,618482,,1958
619609,0,,,
619610,0,,,
619611,0,,,
619612,0,618482,,543
619613,0,,,
619616,0,,,
619617,0,618484,,2953
619619,0,,,
619620,0,618484,,2953
619621,0,,,
619623,0,,,
619626,0,618486,,2953
619627,0,,,
619628,0,618485,,3002
619629,0,,,
619630,0,,,
619631,0,,,
619632,0,618488,,
619633,0,618487,,2953
619634,0,,,
619635,0,618490,,874
619636,0,,,
619638,0,,,
619644,0,618490,,
619652,0,,,
619653,0,,,
619654,0,,,
619655,0,,,
619656,0,618494,,
619657,0,618496,243,
619658,0,618495,2885,
619660,0,,,
619662,0,,,
619663,0,618495,,
619664,0,,,
619665,0,,,
619666,0,618498,,2854
619668,0,618497,242,
619672,0,,,
619674,0,,,
619675,0,618500,,646
619676,0,618499,,647
619679,0,618501,125,
619680,0,618502,,2554
619681,0,618503,,624
619682,0,,,
619689,0,,,
619690,0,618504,625,
619691,0,618504,625,
619692,0,618503,779,
619694,0,618504,,780
619696,0,618506,,2854
619697,0,618506,,127
619698,0,618505,242,
619699,0,618505,128,
619702,0,618508,209,
619704,0,618507,,212
619705,0,618508,,127
619707,0,,,
619711,0,,,
619712,0,,,
619713,0,,,
619725,0,618512,,644
619726,0,618512,,644
619727,0,618511,,651
619729,0,618512,648,
619730,0,,,
619738,0,618522,,1782
619739,0,618524,642,
619740,0,,,
619741,0,618523,3123,
619743,0,618523,,637
